"ID","year","place","sowing","varietyID","variety","block","plot","ind","CanopyArea_20180722","CanopyArea_20180723","CanopyArea_20180724","CanopyArea_20180725","CanopyArea_20180726","CanopyArea_20180727","CanopyArea_20180728","CanopyArea_20180731","CanopyArea_20180801","CanopyArea_20180802","CanopyArea_20180803","CanopyArea_20180804","CanopyArea_20180805","CanopyArea_20180807","CanopyArea_20180808","CanopyArea_20180809","CanopyArea_20180810","CanopyArea_20180813","CanopyArea_20180814","CanopyArea_20180817","CanopyArea_20180818","CanopyArea_20180820","CanopyArea_20180825","CanopyArea_20180828"
NA,2018,"Tottori","Jul",120,"GmWMC120","D1",36,0,0.01854,0.01855,0.02195,0.02282,0.02168,0.02631,0.03729,0.03409,0.03589,0.0502,0.05069,0.05486,0.05501,0.03926,0.05138,0.07383,0.06687,0.05761,0.04828,0.05985,0.0658,0.07633,0.06672,0.06773
NA,2018,"Tottori","Jul",97,"GmJMC097","D1",37,0,0.02127,0.02715,0.02918,0.02989,0.03472,0.03702,0.04937,0.05473,0.06011,0.06748,0.0661,0.06966,0.06866,0.05008,0.0675,0.08862,0.10534,0.07643,0.0596,0.08792,0.09277,0.09266,0.08714,0.08856
NA,2018,"Tottori","Jul",132,"GmWMC132","D1",38,0,0.01531,0.01686,0.02379,0.02511,0.02824,0.02821,0.04374,0.0345,0.03817,0.04065,0.04415,0.04881,0.04096,0.03373,0.04014,0.04148,0.05102,0.04452,0.037,0.04135,0.05217,0.05581,0.05755,0.05749
NA,2018,"Tottori","Jul",4,"GmJMC004","D1",39,0,0.02025,0.02742,0.03246,0.0331,0.03306,0.03274,0.0486,0.04508,0.04938,0.05247,0.04814,0.04956,0.0442,0.0349,0.04187,0.04661,0.05071,0.05882,0.03986,0.05344,0.0515,0.05255,0.04863,0.0388
NA,2018,"Tottori","Jul",141,"GmWMC141","D1",40,0,0.01002,0.01716,0.02022,0.02159,0.02457,0.02495,0.03445,0.03207,0.03169,0.04127,0.04163,0.05121,0.04485,0.04048,0.04729,0.06776,0.0606,0.04955,0.04215,0.05109,0.03813,0.04403,0.04286,0.04403
NA,2018,"Tottori","Jul",50,"GmJMC050","D1",41,0,0.01495,0.02194,0.02485,0.02745,0.02986,0.03105,0.04985,0.04948,0.05352,0.05347,0.06434,0.0642,0.05818,0.03588,0.05248,0.07149,0.08999,0.06105,0.04358,0.04753,0.05521,0.06204,0.0763,0.06186
NA,2018,"Tottori","Jul",173,"GmWMC173","D1",42,0,0.01084,0.01381,0.01853,0.01836,0.02155,0.02107,0.03263,0.0341,0.04065,0.04655,0.04918,0.05615,0.05197,0.03789,0.05547,0.09056,0.08,0.05812,0.05347,0.06572,0.07005,0.07421,0.06896,0.06758
NA,2018,"Tottori","Jul",146,"GmWMC146","D1",43,0,0.01575,0.01952,0.02196,0.02126,0.02434,0.02318,0.03933,0.04289,0.04592,0.04973,0.05104,0.05394,0.04906,0.03352,0.05478,0.07604,0.08203,0.06151,0.04452,0.05835,0.06603,0.06876,0.05462,0.05278
NA,2018,"Tottori","Jul",187,"GmWMC187","D1",44,0,0.0067,0.01024,0.01044,0.01211,0.01211,0.01166,0.0176,0.0154,0.01776,0.01937,0.01953,0.02103,0.0197,0.02262,0.02181,0.03656,0.03313,0.03026,0.02408,0.0375,0.03169,0.03703,0.03915,0.03347
NA,2018,"Tottori","Jul",73,"GmWMC073","D1",45,0,0.01904,0.02365,0.02647,0.02608,0.03008,0.02701,0.03906,0.04114,0.03732,0.04119,0.04642,0.04597,0.03953,0.02507,0.03493,0.05724,0.06389,0.04294,0.02984,0.03411,0.04633,0.05497,0.05791,0.05387
NA,2018,"Tottori","Jul",56,"GmJMC056","D1",46,0,0.01591,0.0243,0.02731,0.03059,0.03317,0.03364,0.04162,0.04069,0.04382,0.04986,0.0502,0.04873,0.04481,0.02738,0.04641,0.06324,0.06525,0.05506,0.03817,0.05432,0.0457,0.06159,0.05946,0.05967
NA,2018,"Tottori","Jul",76,"GmJMC076","D1",47,0,0.01642,0.02031,0.02202,0.03088,0.02991,0.0292,0.03652,0.04434,0.04211,0.05142,0.05149,0.04966,0.04319,0.0376,0.05168,0.0469,0.05014,0.06576,0.05463,0.05354,0.05733,0.06471,0.05627,0.05697
NA,2018,"Tottori","Jul",71,"GmWMC071","D1",48,0,0.00798,0.01241,0.01455,0.01431,0.01637,0.01492,0.0212,0.01867,0.01779,0.02309,0.02258,0.02453,0.02227,0.01559,0.02507,0.03576,0.03391,0.04069,0.02691,0.043,0.04353,0.04672,0.03861,0.03729
NA,2018,"Tottori","Jul",49,"GmJMC049","D1",49,0,0.00444,0.00788,0.00855,0.00772,0.00899,0.00886,0.01179,0.01196,0.01444,0.01435,0.01354,0.01436,0.01333,0.00939,0.01103,0.02828,0.03133,0.02262,0.01094,0.01866,0.01497,0.01886,0.01323,0.01014
NA,2018,"Tottori","Jul",89,"GmWMC089","D1",50,0,0.00549,0.00586,0.00676,0.00558,0.00849,0.00769,0.01371,0.01499,0.01355,0.01604,0.01612,0.01662,0.0161,0.00743,0.01487,0.01841,0.02062,0.02115,0.01557,0.02149,0.02927,0.02936,0.02708,0.02158
NA,2018,"Tottori","Jul",15,"GmWMC015","D1",51,0,0.00915,0.00975,0.01048,0.00828,0.00661,0.00601,0.01214,0.00819,0.00736,0.00881,0.0097,0.01037,0.00765,0.00965,0.00549,0.01478,0.01652,0.00918,0.00643,0.01291,0.00551,0.00671,0.00526,0.00383
NA,2018,"Tottori","Jul",13,"GmJMC013","D1",52,0,0.01035,0.01197,0.01377,0.01159,0.01046,0.00903,0.0162,0.01771,0.01455,0.01827,0.01923,0.01965,0.0168,0.01317,0.00445,0.01499,0.00966,0.00611,0.00714,0.01213,0.00739,0.00883,0.00759,0.00478
NA,2018,"Tottori","Jul",12,"GmWMC012","D1",53,0,0.01199,0.01228,0.01456,0.01566,0.01537,0.01679,0.02354,0.02412,0.02142,0.01903,0.02024,0.02127,0.0171,0.01035,0.01151,0.02263,0.02025,0.02138,0.01258,0.02384,0.01149,0.01768,0.01556,0.01135
NA,2018,"Tottori","Jul",221,"C0394","D1",54,0,0.01269,0.01553,0.02095,0.01797,0.01648,0.01793,0.02994,0.03201,0.02657,0.03036,0.03662,0.03434,0.0331,0.02298,0.03322,0.05914,0.05852,0.04136,0.0332,0.04844,0.04348,0.04445,0.0434,0.03602
NA,2018,"Tottori","Jul",65,"GmJMC065","D1",55,0,0.01616,0.02113,0.0255,0.02529,0.02663,0.02792,0.04441,0.04144,0.04346,0.04607,0.04956,0.05899,0.04929,0.03087,0.05066,0.06341,0.06448,0.04708,0.04015,0.0566,0.05361,0.04128,0.04715,0.0447
NA,2018,"Tottori","Jul",100,"GmJMC100","D1",56,0,0.0178,0.02533,0.03005,0.03382,0.0397,0.04279,0.05994,0.04862,0.04877,0.05507,0.04982,0.0528,0.04614,0.04168,0.05435,0.05468,0.06161,0.07719,0.07108,0.07576,0.07882,0.0672,0.08537,0.06725
NA,2018,"Tottori","Jul",137,"GmJMC137","D1",57,0,0.01672,0.02787,0.03587,0.03067,0.02779,0.02925,0.04899,0.04168,0.04468,0.0472,0.05459,0.0622,0.05271,0.04216,0.05609,0.06341,0.05586,0.04142,0.03794,0.05609,0.05262,0.04872,0.05021,0.04857
NA,2018,"Tottori","Jul",168,"GmWMC168","D1",58,0,0.0025,0.0048,0.00791,0.00832,0.01018,0.00919,0.01393,0.02198,0.02303,0.02882,0.03232,0.0338,0.02975,0.02471,0.03449,0.02907,0.02823,0.06157,0.04892,0.04883,0.04388,0.04023,0.05689,0.04258
NA,2018,"Tottori","Jul",102,"GmJMC102","D1",59,0,0.02377,0.03415,0.03712,0.03944,0.04085,0.03621,0.05553,0.04929,0.05145,0.05204,0.05845,0.0569,0.04937,0.04508,0.04272,0.07417,0.05743,0.0488,0.04775,0.0438,0.04919,0.05338,0.05914,0.06395
NA,2018,"Tottori","Jul",135,"GmWMC135","D1",60,0,0.01436,0.01734,0.0239,0.02293,0.02535,0.02295,0.04294,0.03569,0.03408,0.03766,0.04382,0.04481,0.03719,0.02641,0.03785,0.05711,0.06435,0.04669,0.03381,0.04872,0.04199,0.04789,0.04848,0.06056
NA,2018,"Tottori","Jul",92,"GmJMC092","D1",61,0,0.02111,0.02803,0.03237,0.035,0.03633,0.03342,0.05188,0.05709,0.06152,0.06274,0.07354,0.06286,0.05351,0.04584,0.04622,0.05648,0.04347,0.0717,0.05437,0.07148,0.04709,0.04433,0.05997,0.05108
NA,2018,"Tottori","Jul",87,"GmWMC087","D1",62,0,0.00369,0.00545,0.0093,0.00952,0.00857,0.00648,0.01744,0.01973,0.01597,0.02069,0.02066,0.02326,0.01714,0.01477,0.01541,0.02725,0.01909,0.02931,0.01791,0.03238,0.01242,0.01472,0.01663,0.01865
NA,2018,"Tottori","Jul",58,"GmJMC058","D1",63,0,0.0061,0.01023,0.01031,0.01096,0.00973,0.00828,0.016,0.01819,0.01723,0.01972,0.02396,0.02479,0.0193,0.00902,0.01513,0.02719,0.02345,0.01871,0.01752,0.03371,0.02518,0.02512,0.02184,0.02506
NA,2018,"Tottori","Jul",192,"GmWMC192","D1",64,0,0.00399,0.00425,0.0102,0.00735,0.00882,0.00792,0.01212,0.01681,0.01613,0.02373,0.02782,0.02826,0.0278,0.01995,0.02698,0.04614,0.04595,0.04063,0.02894,0.05047,0.04049,0.03339,0.03546,0.03235
NA,2018,"Tottori","Jul",176,"GmWMC176","D1",65,0,0.01062,0.00894,0.01409,0.0106,0.01393,0.01075,0.01727,0.01989,0.02,0.02118,0.02455,0.02803,0.02222,0.02173,0.02486,0.04389,0.04207,0.03928,0.03,0.05719,0.05433,0.04695,0.04299,0.04162
NA,2018,"Tottori","Jul",138,"GmWMC138","D1",66,0,0.00651,0.00627,0.00964,0.00901,0.01078,0.01225,0.01534,0.01855,0.02202,0.02757,0.03022,0.03254,0.03077,0.029,0.03485,0.04179,0.03864,0.04697,0.04068,0.06208,0.05823,0.04862,0.03619,0.0367
NA,2018,"Tottori","Jul",184,"GmJMC184","D1",67,0,0.01513,0.01473,0.01967,0.02109,0.0234,0.02373,0.03275,0.03008,0.02665,0.03346,0.03793,0.03514,0.03241,0.02673,0.03658,0.04444,0.04523,0.04494,0.03918,0.03497,0.04583,0.0434,0.05513,0.05422
NA,2018,"Tottori","Jul",123,"GmWMC123","D1",68,0,0.01308,0.01482,0.02013,0.02018,0.01888,0.02025,0.03097,0.02819,0.0322,0.03263,0.03669,0.03775,0.03878,0.03232,0.03274,0.05576,0.05066,0.05291,0.04382,0.07866,0.06596,0.05839,0.05304,0.05044
NA,2018,"Tottori","Jul",109,"GmWMC109","D1",69,0,0.01008,0.01363,0.01603,0.01704,0.01861,0.02064,0.02997,0.03188,0.03432,0.04658,0.0472,0.04623,0.04023,0.03418,0.04366,0.04175,0.04764,0.05449,0.04874,0.04693,0.05088,0.04016,0.0512,0.05065
NA,2018,"Tottori","Jul",162,"GmWMC162","D1",70,0,0.01307,0.01678,0.01886,0.02175,0.02578,0.02459,0.0379,0.04909,0.05689,0.06022,0.0669,0.06449,0.05979,0.04278,0.05658,0.05727,0.06719,0.07312,0.06112,0.08474,0.07853,0.07699,0.09857,0.1124
NA,2018,"Tottori","Jul",227,"Tachiutaka","D1",71,0,0.0097,0.01286,0.01583,0.0197,0.01835,0.01715,0.02876,0.01932,0.02242,0.02567,0.02398,0.02694,0.02321,0.01599,0.02397,0.02902,0.03289,0.03279,0.02456,0.03945,0.027,0.03403,0.04448,0.04425
NA,2018,"Tottori","Jul",64,"GmJMC064","D1",72,0,0.01597,0.01838,0.02022,0.02314,0.02571,0.02519,0.02847,0.0315,0.0288,0.03674,0.04212,0.045,0.03297,0.02284,0.0365,0.04904,0.04786,0.03702,0.02713,0.04246,0.03998,0.03677,0.03666,0.02524
NA,2018,"Tottori","Jul",48,"GmWMC048","D1",73,0,0.01284,0.0195,0.02121,0.02163,0.027,0.02424,0.03135,0.03326,0.03299,0.03764,0.04118,0.03997,0.03563,0.02857,0.03336,0.04655,0.05884,0.05325,0.03617,0.06306,0.04529,0.05206,0.05847,0.07181
NA,2018,"Tottori","Jul",136,"GmWMC136","D1",74,0,0.00611,0.00851,0.01055,0.0112,0.01132,0.01122,0.01737,0.01741,0.01907,0.02338,0.02579,0.02753,0.02563,0.01686,0.026,0.03162,0.031,0.03215,0.02913,0.03802,0.02732,0.03337,0.03703,0.04225
NA,2018,"Tottori","Jul",17,"GmJMC017","D1",75,0,0.01754,0.02511,0.02595,0.02919,0.02933,0.02695,0.04199,0.04968,0.04868,0.05552,0.06188,0.06434,0.05447,0.03436,0.05351,0.07268,0.08867,0.06618,0.0601,0.10996,0.09428,0.08874,0.08248,0.09852
NA,2018,"Tottori","Jul",222,"C1322","D1",76,0,0.0148,0.01995,0.02162,0.01911,0.02379,0.02004,0.03202,0.03055,0.02822,0.03937,0.04096,0.03747,0.03125,0.02814,0.03427,0.04175,0.04496,0.05031,0.03322,0.05928,0.04414,0.04432,0.06329,0.05301
NA,2018,"Tottori","Jul",7,"GmJMC007","D1",77,0,0.01479,0.01924,0.02112,0.01756,0.02026,0.01689,0.02243,0.02589,0.02373,0.02709,0.02839,0.03095,0.02341,0.01936,0.028,0.04099,0.04576,0.02984,0.02023,0.03473,0.0303,0.02841,0.02912,0.03671
NA,2018,"Tottori","Jul",19,"GmWMC019","D1",78,0,0.00562,0.00678,0.00781,0.0091,0.01173,0.01066,0.01086,0.01343,0.01724,0.01979,0.02192,0.02308,0.02299,0.01649,0.02954,0.03429,0.03831,0.03284,0.02113,0.03296,0.034,0.03505,0.03211,0.0393
NA,2018,"Tottori","Jul",44,"GmJMC044","D1",79,0,0.01393,0.02007,0.01957,0.02146,0.02312,0.0248,0.03204,0.03451,0.03631,0.04129,0.04462,0.04669,0.03765,0.02996,0.03136,0.04324,0.04613,0.04037,0.0348,0.05868,0.05942,0.0497,0.05779,0.04513
NA,2018,"Tottori","Jul",46,"GmWMC046","D1",80,0,0.01493,0.01734,0.02175,0.02159,0.02496,0.02593,0.03176,0.03348,0.03089,0.03738,0.04013,0.04388,0.03808,0.0363,0.02913,0.03851,0.0486,0.03828,0.02314,0.03929,0.01392,0.01879,0.02068,0.01779
NA,2018,"Tottori","Jul",28,"GmJMC028","D1",81,0,0.0156,0.02345,0.02544,0.02858,0.03036,0.03386,0.05378,0.05751,0.05753,0.06855,0.08003,0.07263,0.06614,0.05929,0.05322,0.0821,0.08818,0.08694,0.0717,0.10052,0.09674,0.09047,0.10697,0.09556
NA,2018,"Tottori","Jul",170,"GmWMC170","D1",82,0,0.00305,0.00633,0.00565,0.00682,0.00922,0.00843,0.01204,0.01636,0.01632,0.01878,0.02132,0.02308,0.02176,0.01763,0.01854,0.02894,0.03305,0.02915,0.0221,0.05294,0.05001,0.04975,0.02726,0.01368
NA,2018,"Tottori","Jul",224,"5002T","D1",83,0,0.01471,0.01986,0.01729,0.02302,0.02226,0.02488,0.039,0.03826,0.0415,0.0436,0.05005,0.05007,0.04539,0.04498,0.04441,0.04073,0.04959,0.06944,0.05311,0.07255,0.06243,0.05197,0.06496,0.04574
NA,2018,"Tottori","Jul",152,"GmWMC152","D1",84,0,0.00896,0.01341,0.01001,0.01413,0.01559,0.01557,0.02529,0.02805,0.03073,0.02952,0.03234,0.03772,0.03232,0.02707,0.03595,0.05465,0.05659,0.05112,0.0381,0.05615,0.05665,0.05483,0.0559,0.04762
NA,2018,"Tottori","Jul",66,"GmWMC066","D1",85,0,0.01189,0.01642,0.0165,0.021,0.02025,0.02029,0.03481,0.03323,0.03246,0.03806,0.04109,0.04507,0.03536,0.03249,0.03815,0.07143,0.07473,0.05364,0.03956,0.06567,0.06635,0.07113,0.06612,0.06043
NA,2018,"Tottori","Jul",96,"GmJMC096","D1",86,0,0.009,0.01341,0.01815,0.01961,0.02279,0.0246,0.03375,0.03985,0.04062,0.04986,0.05297,0.05128,0.05362,0.03997,0.04678,0.04797,0.05909,0.05984,0.0525,0.05215,0.05361,0.05683,0.06,0.05123
NA,2018,"Tottori","Jul",174,"GmWMC174","D1",87,0,0.00674,0.00952,0.0114,0.0098,0.01262,0.0094,0.02039,0.01954,0.01695,0.02305,0.02318,0.02073,0.01902,0.0165,0.02046,0.02522,0.03233,0.03314,0.02576,0.03107,0.02974,0.0246,0.045,0.02448
