"ID","year","place","sowing","varietyID","variety","block","plot","ind","CanopyArea_20190725","CanopyArea_20190726","CanopyArea_20190727","CanopyArea_20190729","CanopyArea_20190730","CanopyArea_20190731","CanopyArea_20190801","CanopyArea_20190803","CanopyArea_20190805","CanopyArea_20190806","CanopyArea_20190807","CanopyArea_20190809","CanopyArea_20190810","CanopyArea_20190811","CanopyArea_20190812","CanopyArea_20190813","CanopyArea_20190814","CanopyArea_20190816","CanopyArea_20190817","CanopyArea_20190818","CanopyArea_20190819","CanopyArea_20190820","CanopyArea_20190821","CanopyArea_20190822","CanopyArea_20190823","CanopyArea_20190824","CanopyArea_20190825","CanopyArea_20190826","CanopyArea_20190827","CanopyArea_20190829","CanopyArea_20190830","CanopyArea_20190831","CanopyArea_20190903","CanopyArea_20190904","CanopyArea_20190907"
NA,2019,"Tottori","Jul",150,"GmWMC150","W4",11,0,0.0014975,0.0031813,0.0028107,0.0029043,0.003645,0.0031031,0.0030794,0.0030737,0.0042386,0.0049557,0.0048053,0.006807,0.008071,0.0122436,0.0098252,0.0126929,0.0158124,0.0182846,0.0151673,0.0189807,0.0328118,0.0394919,0.036338,0.0463092,0.0532788,0.0539954,0.0506836,0.0545471,0.0640317,0.0821319,0.0735169,0.0822264,0.0814,0.1021652,0.1185361
NA,2019,"Tottori","Jul",65,"GmJMC065","W4",12,0,0.0051193,0.0046394,0.0046087,0.0049523,0.0047954,0.0038556,0.0046695,0.0056963,0.0073283,0.0084621,0.008722,0.0112471,0.0113219,0.0142648,0.0121375,0.0164282,0.0161061,0.0212012,0.0167521,0.0194955,0.0399905,0.0466233,0.0462955,0.0530227,0.0674585,0.0613379,0.0556725,0.0579407,0.0758846,0.0795834,0.0841023,0.0892795,0.0875511,0.1280876,0.1154035
NA,2019,"Tottori","Jul",41,"GmJMC041","W4",13,0,0.0075011,0.0095693,0.0084519,0.0082713,0.0073496,0.0089526,0.0094162,0.0081585,0.006961,0.0084913,0.0086745,0.0094633,0.0080469,0.014733,0.007848,0.0134468,0.0083078,0.0189927,0.0096684,0.0163819,0.036162,0.0484274,0.0356848,0.0488615,0.0574733,0.0401935,0.0432935,0.0384035,0.0587015,0.0605234,0.0252731,0.0447483,0.0197883,0.0576518,0.0389547
NA,2019,"Tottori","Jul",15,"GmWMC015","W4",14,0,0.0081685,0.0072421,0.0091424,0.008694,0.0084806,0.0068209,0.0108905,0.0077946,0.0117961,0.0122552,0.0078324,0.013196,0.0105695,0.0185988,0.0166116,0.021026,0.0213672,0.0324513,0.0277327,0.0329569,0.0659071,0.0746902,0.0679604,0.0880851,0.1024467,0.0879968,0.0977565,0.1076498,0.1165302,0.1392332,0.1103105,0.1349489,0.1209143,0.191621,0.1360389
NA,2019,"Tottori","Jul",153,"GmWMC153","W4",15,0,0.0120199,0.0121513,0.01296,0.0115724,0.0158237,0.0161992,0.0216281,0.0224657,0.0278168,0.031676,0.0231606,0.0268116,0.029619,0.0410621,0.0360158,0.0452658,0.0398369,0.0706081,0.0433469,0.0610245,0.1095391,0.1229795,0.1042363,0.1431571,0.1618533,0.1494872,0.1568221,0.1555005,0.1728788,0.2114473,0.158599,0.2130623,0.1667035,0.2637162,0.1648388
NA,2019,"Tottori","Jul",152,"GmWMC152","W4",16,0,0.0131215,0.010709,0.0117585,0.013079,0.0123692,0.0152576,0.0160186,0.0163909,0.0239855,0.0259439,0.0207162,0.0250357,0.0241928,0.0314445,0.0322536,0.0314503,0.033755,0.0648612,0.0402365,0.0492171,0.0964235,0.1295841,0.0981012,0.1464993,0.1647265,0.1401395,0.1504919,0.1697696,0.2017874,0.2312614,0.2077078,0.218137,0.196261,0.3365175,0.2435766
NA,2019,"Tottori","Jul",24,"GmWMC024","W4",17,0,0.0111974,0.0098392,0.012469,0.0118902,0.0110943,0.0139355,0.0165603,0.0129579,0.016078,0.0189891,0.0190932,0.0204506,0.0212672,0.0289098,0.0225212,0.032562,0.0273816,0.0454918,0.030377,0.0508208,0.071421,0.0790852,0.0611454,0.1006742,0.1129172,0.0911207,0.0926296,0.1194395,0.1274404,0.1517189,0.1186372,0.1418425,0.1027739,0.1877481,0.1031916
NA,2019,"Tottori","Jul",94,"GmWMC094","W4",18,0,0.0079312,0.0058638,0.0087706,0.0085636,0.0085487,0.0064949,0.0122086,0.008683,0.0098941,0.0151591,0.0110601,0.010201,0.0076978,0.0136438,0.0103774,0.0140079,0.0138902,0.0249064,0.0135591,0.0159662,0.0402924,0.045243,0.0370194,0.0546393,0.0632153,0.0376086,0.0349171,0.042088,0.0578133,0.0747015,0.0537838,0.0551808,0.04598,0.1087229,0.0518473
NA,2019,"Tottori","Jul",124,"GmWMC124","W4",19,0,0.0092477,0.0081621,0.0084473,0.0084472,0.00672,0.0084168,0.0084569,0.0066525,0.0106767,0.0104494,0.0112589,0.0124974,0.0119721,0.0180404,0.0153074,0.0179869,0.0169024,0.0231344,0.0171912,0.0194629,0.0296277,0.0310726,0.0280418,0.0415034,0.0419909,0.0442404,0.0433121,0.0431831,0.0470585,0.0515005,0.04686,0.0631971,0.0432367,0.0890846,0.0752911
NA,2019,"Tottori","Jul",109,"GmWMC109","W4",20,0,0.0059302,0.0054786,0.0042269,0.0048807,0.0035945,0.0071771,0.0047055,0.0052561,0.0048914,0.0045887,0.007909,0.0068918,0.0106631,0.0105989,0.0104305,0.0134897,0.008003,0.0133634,0.0151529,0.0153969,0.0231164,0.0213777,0.0159367,0.0292534,0.032228,0.0286537,0.0307621,0.0293992,0.0349204,0.0419227,0.0302973,0.0441499,0.0352666,0.0675347,0.066277
NA,2019,"Tottori","Jul",59,"GmJMC059","W4",21,0,0.007399,0.0107452,0.0103694,0.0097633,0.0149966,0.0158965,0.0126779,0.0139254,0.0142949,0.0199033,0.0175315,0.0189667,0.016517,0.0282992,0.023224,0.0324662,0.0214054,0.0396614,0.030288,0.0343543,0.0850559,0.088971,0.0778694,0.11609,0.1216959,0.1027226,0.0986531,0.1101954,0.1374311,0.1553014,0.1313092,0.1277383,0.0991786,0.2130189,0.1031712
NA,2019,"Tottori","Jul",90,"GmJMC090","W4",22,0,0.006874,0.0052898,0.0079894,0.0073249,0.0065791,0.0104763,0.009387,0.009518,0.0073833,0.0117272,0.0115492,0.014781,0.0147942,0.0172957,0.0136022,0.0166482,0.0061292,0.0153561,0.0083932,0.0126196,0.0243804,0.0230659,0.0223038,0.0325599,0.0428668,0.0261452,0.0290679,0.0321648,0.0492945,0.061779,0.0261423,0.045789,0.0448836,0.0779352,0.0537373
NA,2019,"Tottori","Jul",112,"GmJMC112","W4",23,0,0.0144815,0.0127106,0.0185206,0.0143618,0.015141,0.0128556,0.0150078,0.0146584,0.0096068,0.0133875,0.0156027,0.0159267,0.0096719,0.0166217,0.0146583,0.0207723,0.0091703,0.0223246,0.0191251,0.0247262,0.0236869,0.0296345,0.0211001,0.0279336,0.0465336,0.033192,0.0345298,0.0319621,0.0436714,0.0564353,0.0341763,0.0423031,0.0312008,0.0694233,0.0639547
NA,2019,"Tottori","Jul",127,"GmWMC127","W4",24,0,0.0136561,0.0116287,0.0120671,0.0132287,0.013388,0.0144271,0.019947,0.0183288,0.0245167,0.0234271,0.023299,0.0242286,0.0274872,0.0358703,0.028215,0.034266,0.0262888,0.0443681,0.0287996,0.0412608,0.0718998,0.0846899,0.0778548,0.1014119,0.1155351,0.1140846,0.0983983,0.120213,0.1495152,0.1630735,0.1373687,0.1636574,0.1273739,0.2152805,0.1660239
NA,2019,"Tottori","Jul",28,"GmJMC028","W4",25,0,0.0098163,0.0107991,0.0106506,0.0107392,0.0093429,0.0120738,0.0125589,0.015689,0.0211729,0.0234694,0.025472,0.0244711,0.0248595,0.0326337,0.0280789,0.03769,0.031414,0.0541233,0.0375034,0.0416736,0.0837856,0.0921709,0.0911812,0.123669,0.1385777,0.1246012,0.1236734,0.130593,0.1575085,0.1675861,0.1262685,0.1605174,0.1567729,0.2301926,0.1526866
NA,2019,"Tottori","Jul",126,"GmJMC126","W4",26,0,0.0116643,0.0110471,0.013442,0.0151139,0.0107153,0.0115478,0.0144816,0.0170789,0.0130531,0.0259271,0.0244744,0.0203767,0.0223724,0.0361556,0.0331122,0.0414779,0.030325,0.059984,0.034799,0.0450959,0.0762373,0.0770288,0.0671112,0.1109291,0.135567,0.1016834,0.0899902,0.100598,0.1293201,0.1944099,0.1092042,0.1343308,0.0996798,0.1773769,0.1240909
NA,2019,"Tottori","Jul",48,"GmWMC048","W4",27,0,0.0107381,0.0110373,0.0118893,0.009829,0.0112802,0.0116558,0.0159183,0.0169084,0.0176055,0.0254387,0.024832,0.0254573,0.022286,0.0345464,0.0253492,0.039017,0.0284581,0.0617263,0.0425533,0.04021,0.1020704,0.1258154,0.11279,0.1723378,0.1763286,0.1555192,0.1651521,0.1710008,0.2068318,0.2703924,0.1988228,0.2044656,0.1545577,0.2588494,0.2029165
NA,2019,"Tottori","Jul",44,"GmJMC044","W4",28,0,0.0132136,0.0127519,0.0183965,0.0168159,0.0164864,0.0189444,0.0180942,0.0224367,0.0306999,0.0344208,0.0338214,0.0364276,0.0444256,0.0621103,0.0481504,0.0639927,0.0570413,0.0853374,0.0682293,0.0741178,0.1161277,0.1321256,0.1094137,0.1766963,0.1884636,0.1245891,0.1152552,0.1391016,0.1759022,0.1957394,0.1024343,0.1369634,0.0585398,0.1405864,0.0821905
NA,2019,"Tottori","Jul",160,"GmWMC160","W4",29,0,0.0024679,0.0043763,0.0035155,0.0033735,0.0038669,0.004454,0.0044667,0.0050779,0.0047492,0.0067446,0.0081487,0.0059137,0.0073898,0.0106106,0.0103058,0.0109353,0.0141115,0.0231219,0.0171102,0.0163631,0.0387056,0.0446029,0.0304803,0.049893,0.0657234,0.0554198,0.0421064,0.0524564,0.0807832,0.105473,0.0798649,0.0824465,0.068997,0.1390955,0.0819148
NA,2019,"Tottori","Jul",121,"GmJMC121","W4",30,0,0.0105549,0.0079615,0.0124005,0.0127306,0.0145538,0.0169351,0.021936,0.0219568,0.0263094,0.0278802,0.0251805,0.021164,0.0299384,0.0405803,0.0329666,0.0441038,0.0330688,0.0507668,0.035174,0.0417305,0.0696901,0.0755419,0.0656269,0.0861807,0.1171569,0.0906577,0.0887532,0.1023566,0.1449449,0.1624294,0.1287001,0.1497371,0.1133402,0.2053799,0.1249223
NA,2019,"Tottori","Jul",135,"GmWMC135","W4",31,0,0.0136419,0.0125036,0.0200423,0.0220376,0.0242829,0.0231379,0.0294892,0.0268734,0.0295702,0.033729,0.0268478,0.0342222,0.036318,0.0493996,0.0395243,0.0512428,0.0528157,0.080598,0.0614996,0.0636466,0.1430583,0.166325,0.1517778,0.2046516,0.2560632,0.2043779,0.2080936,0.2398314,0.2555404,0.3225073,0.2681485,0.3341521,0.2920659,0.4122374,0.289856
NA,2019,"Tottori","Jul",36,"GmWMC036","W4",32,0,0.0038258,0.0037088,0.0034316,0.005166,0.0047282,0.0033081,0.0058867,0.0050203,0.0045953,0.0061012,0.0043269,0.0081406,0.0076514,0.0097334,0.0075064,0.0108057,0.0141805,0.0123203,0.0164141,0.0175453,0.0306975,0.030188,0.024655,0.0351354,0.0466675,0.0438152,0.0515572,0.054555,0.0685652,0.0760338,0.0537615,0.0654035,0.0426895,0.0647951,0.07084
NA,2019,"Tottori","Jul",16,"GmJMC016","W4",33,0,0.0138985,0.0108061,0.0162501,0.0155603,0.0166418,0.0170421,0.0183402,0.0181959,0.0179505,0.0244953,0.0213203,0.0213701,0.0221791,0.029817,0.0254127,0.036859,0.0294642,0.0598226,0.033798,0.0391794,0.0884164,0.1058858,0.1032153,0.1380218,0.154042,0.1193543,0.1319881,0.1454778,0.1706347,0.1901804,0.1222548,0.1465762,0.09084,0.1843655,0.1142785
NA,2019,"Tottori","Jul",95,"GmJMC095","W4",34,0,0.0175864,0.0119965,0.0195893,0.0186936,0.0177532,0.0178184,0.017064,0.0182462,0.0207354,0.0319674,0.0254283,0.0272907,0.0282313,0.039825,0.028849,0.0422995,0.0345001,0.0808847,0.0634307,0.0768558,0.1481114,0.1619324,0.1537334,0.2084804,0.2213751,0.2114187,0.2013102,0.2543688,0.2743039,0.318017,0.2713033,0.2660224,0.1857782,0.3679815,0.1967652
NA,2019,"Tottori","Jul",102,"GmJMC102","W4",35,0,0.0064172,0.0076834,0.0080715,0.0095517,0.0084369,0.0138923,0.011934,0.0120916,0.011705,0.015447,0.0222421,0.0200615,0.021596,0.0315959,0.0235691,0.0356351,0.0255452,0.0558629,0.0325902,0.0403619,0.0864865,0.083537,0.0773647,0.1224287,0.1515207,0.1309614,0.1296552,0.1531047,0.163686,0.2053176,0.1798539,0.2061395,0.1231473,0.2346326,0.143117
NA,2019,"Tottori","Jul",128,"GmJMC128","W4",36,0,0.0111186,0.007753,0.0118558,0.0106026,0.0112569,0.0108947,0.0129608,0.0163579,0.0166046,0.0270087,0.0184176,0.0197535,0.0274406,0.0349484,0.0267527,0.0422962,0.0317327,0.0635975,0.0443248,0.0561335,0.1039579,0.1117268,0.1276315,0.170217,0.1844169,0.1536203,0.1336361,0.1718695,0.2068642,0.2392388,0.1766183,0.2075288,0.1181813,0.2125871,0.1870729
NA,2019,"Tottori","Jul",108,"GmWMC108","W4",37,0,0.0055262,0.006704,0.0063841,0.0062458,0.0046092,0.0054902,0.0063503,0.0073739,0.0091123,0.0119517,0.0147104,0.01765,0.0226767,0.02669,0.0248734,0.0430181,0.033212,0.0701333,0.0470872,0.0608496,0.1090254,0.1147899,0.1253089,0.1496464,0.1702504,0.159143,0.1421176,0.1662787,0.1839514,0.2308639,0.203647,0.2083276,0.1573094,0.2699285,0.1898828
NA,2019,"Tottori","Jul",144,"GmWMC144","W4",38,0,0.0100853,0.0094967,0.0106216,0.0108791,0.0110463,0.0118614,0.0133266,0.0123496,0.0094398,0.0155778,0.0191098,0.0163584,0.0186122,0.019102,0.019825,0.0239049,0.0201789,0.0470794,0.0233216,0.0272206,0.0719272,0.0662244,0.0540525,0.0981611,0.1115159,0.1002073,0.0865472,0.0955757,0.1227777,0.1766421,0.1076108,0.1427818,0.085493,0.2156711,0.1516395
NA,2019,"Tottori","Jul",6,"GmWMC006","W4",39,0,0.0073412,0.0082739,0.0068582,0.007984,0.0105021,0.0099054,0.0175906,0.0131801,0.0168744,0.0206347,0.0206184,0.0239455,0.0293796,0.0362574,0.031283,0.0324596,0.021816,0.061028,0.0364738,0.0331313,0.072824,0.0817825,0.0711552,0.1023721,0.1223415,0.0973033,0.0855017,0.0845945,0.1024747,0.1260911,0.0660377,0.0927834,0.0525312,0.0917038,0.0810689
NA,2019,"Tottori","Jul",31,"GmJMC031","W4",40,0,0.0167743,0.0115269,0.0162946,0.0171838,0.016831,0.019375,0.0258535,0.0282007,0.024445,0.0369508,0.0247103,0.0337635,0.0285387,0.0458435,0.0375271,0.0511607,0.0371997,0.0726347,0.0558612,0.0707009,0.1370813,0.1607854,0.1517346,0.2088524,0.2427059,0.237966,0.2251658,0.2675543,0.2977651,0.3171308,0.2990442,0.3144059,0.2396568,0.4095156,0.2641417
NA,2019,"Tottori","Jul",57,"GmJMC057","W4",41,0,0.0078052,0.0072306,0.0068938,0.0078241,0.0055779,0.0068853,0.0082579,0.009637,0.007927,0.0114721,0.0126855,0.0144826,0.011878,0.020637,0.0142364,0.0227724,0.0216888,0.0366446,0.0181688,0.024104,0.0724938,0.07749,0.0761374,0.1073989,0.1305243,0.1079663,0.1038645,0.1021139,0.1342961,0.179502,0.0975833,0.1452525,0.1038393,0.1982269,0.1047706
NA,2019,"Tottori","Jul",111,"GmJMC111","W4",42,0,0.0069748,0.0073992,0.0090492,0.0111985,0.0130536,0.0119594,0.0186975,0.0179578,0.0136146,0.0225756,0.0178934,0.0221139,0.0205869,0.0289743,0.0225321,0.0326422,0.0233478,0.0498029,0.0333176,0.0417411,0.0849229,0.0897551,0.0922275,0.1178169,0.1378502,0.1223373,0.1203913,0.1194966,0.1602026,0.1773813,0.1617445,0.1671184,0.1219873,0.2285978,0.1473521
NA,2019,"Tottori","Jul",172,"GmJMC172","W4",43,0,0.0040055,0.0057311,0.0035942,0.003238,0.0032087,0.0042803,0.0051892,0.0040951,0.003081,0.0048614,0.0063385,0.0064142,0.0080662,0.0175028,0.0074185,0.0171002,0.009346,0.0249546,0.0141153,0.016463,0.0509011,0.0513402,0.0374906,0.0773639,0.0841006,0.0694569,0.0738934,0.0891186,0.1064999,0.1202799,0.0925163,0.115293,0.070825,0.1906172,0.1092749
NA,2019,"Tottori","Jul",183,"GmWMC183","W4",44,0,0.0041013,0.0042637,0.0030736,0.0034839,0.0040165,0.0042614,0.0033175,0.0042048,0.0048715,0.0046039,0.0074164,0.0069213,0.0089561,0.0132325,0.0087189,0.0161578,0.0157516,0.0236513,0.0164752,0.0145466,0.037699,0.0384752,0.0312253,0.0571973,0.0583911,0.051862,0.0546438,0.0569805,0.0717743,0.088203,0.0620797,0.0765117,0.0619144,0.1467332,0.1190868
NA,2019,"Tottori","Jul",91,"GmJMC091","W4",45,0,0.0132447,0.0120106,0.0133912,0.0200985,0.0236327,0.0194992,0.0303602,0.0269972,0.028473,0.0331378,0.0313782,0.0309593,0.0296777,0.0349712,0.0330119,0.0473373,0.0398019,0.0640106,0.0551542,0.0587941,0.097051,0.1175483,0.1004988,0.1371952,0.1618759,0.1707426,0.1769064,0.1883063,0.2274561,0.2351985,0.2183978,0.2360638,0.1877802,0.3213288,0.251747
NA,2019,"Tottori","Jul",77,"GmJMC077","W4",46,0,0.0084121,0.0110367,0.007501,0.0066321,0.0116082,0.0124776,0.0160793,0.0173108,0.0224305,0.0280625,0.0288616,0.0267657,0.0250589,0.0366981,0.0307385,0.0416078,0.034257,0.0515079,0.0401291,0.0352993,0.0629049,0.0870556,0.0646895,0.0983213,0.1357605,0.1174915,0.1135898,0.1293456,0.1541047,0.1754892,0.1378196,0.1608477,0.0994303,0.2083527,0.1076724
NA,2019,"Tottori","Jul",21,"GmJMC021","W4",47,0,0.0146044,0.0128611,0.0168663,0.0179216,0.0225794,0.0221281,0.0204343,0.0214041,0.0234122,0.0221222,0.0235949,0.0180255,0.0179003,0.0204559,0.0160448,0.0219297,0.0136763,0.0304235,0.0160584,0.0198251,0.0365194,0.0450238,0.0281937,0.0510136,0.0699422,0.0439556,0.0447018,0.0515901,0.0619582,0.0846188,0.0314381,0.0488635,0.0213395,0.0528639,0.0310851
NA,2019,"Tottori","Jul",180,"GmJMC180","W4",48,0,0.0019878,0.0031947,0.0024661,0.0036918,0.00411,0.0037575,0.0043039,0.0040781,0.0036403,0.0046592,0.0043511,0.0076869,0.0063605,0.0096955,0.0074407,0.0116874,0.0100903,0.019765,0.0140689,0.0130746,0.0277946,0.0380932,0.0300782,0.0394614,0.0479995,0.0531793,0.0455245,0.0487571,0.0733029,0.0931774,0.0657541,0.0786891,0.0487184,0.136717,0.1026959
NA,2019,"Tottori","Jul",29,"GmWMC029","W4",49,0,0.0052403,0.006738,0.0059807,0.0051447,0.0053335,0.0056779,0.0060337,0.0049278,0.0045088,0.0074421,0.007921,0.0079974,0.0066938,0.0093151,0.0066763,0.0109032,0.0073917,0.0152169,0.0080825,0.0093794,0.0232917,0.0336752,0.0250062,0.0371614,0.0536341,0.0447226,0.0367644,0.0472729,0.0720849,0.0846747,0.0569438,0.0693555,0.0338167,0.0923874,0.0667342
NA,2019,"Tottori","Jul",169,"GmWMC169","W4",50,0,0.0161118,0.0154355,0.0211072,0.0216006,0.024407,0.0251875,0.0266487,0.0315428,0.0259981,0.0375327,0.0297194,0.0373039,0.0371804,0.0448266,0.0400234,0.04737,0.0453759,0.0550702,0.0476568,0.0612336,0.0845059,0.0875547,0.0853456,0.0996557,0.11972,0.0991313,0.098408,0.1087173,0.1396109,0.1401152,0.1045684,0.138212,0.0669097,0.1372677,0.1037438
NA,2019,"Tottori","Jul",70,"GmWMC070","W4",51,0,0.0121289,0.011229,0.0100434,0.0136787,0.0114874,0.0115091,0.013929,0.0104276,0.0110867,0.0154067,0.0166534,0.0121142,0.0090284,0.0176923,0.012844,0.0198308,0.0179217,0.0321083,0.0147382,0.0135522,0.0401111,0.0435409,0.0293037,0.0470582,0.0533623,0.0243284,0.0261837,0.0257858,0.0434342,0.047732,0.020195,0.0204457,0.0070349,0.0370679,0.0238596
NA,2019,"Tottori","Jul",129,"GmWMC129","W4",52,0,0.0151075,0.0144245,0.0124168,0.0108157,0.0111479,0.0143378,0.0138888,0.010941,0.0111331,0.017932,0.019586,0.0157608,0.012249,0.0229793,0.0175075,0.0203496,0.0240845,0.0256581,0.0169337,0.0166678,0.0335852,0.0403279,0.0302201,0.0579583,0.0723347,0.0553185,0.0579723,0.0545838,0.0792632,0.0942848,0.0628956,0.0780192,0.0679799,0.1418737,0.0786399
NA,2019,"Tottori","Jul",154,"GmWMC154","W4",53,0,0.013512,0.0163625,0.0194105,0.0136048,0.0199104,0.0190437,0.0140451,0.0153173,0.0170084,0.0171688,0.0109888,0.0123578,0.0125498,0.0181559,0.0084897,0.0152848,0.0141104,0.0248762,0.009531,0.0079538,0.0269823,0.0312199,0.0112999,0.0368024,0.0542231,0.0318614,0.0349359,0.0437247,0.0531968,0.0740467,0.0486386,0.0592922,0.0632904,0.1157235,0.0711894
NA,2019,"Tottori","Jul",141,"GmWMC141","W4",54,0,0.006473,0.0075974,0.0087873,0.0059628,0.0086141,0.0079785,0.0073215,0.0063461,0.007309,0.0099776,0.0058396,0.0075204,0.0070569,0.0135082,0.005883,0.0108629,0.0076073,0.014382,0.0058759,0.0058968,0.0179443,0.0160317,0.0111178,0.0245026,0.0336099,0.0179674,0.0206226,0.02539,0.0291685,0.0455743,0.0269108,0.0338546,0.0187675,0.0710707,0.031648
NA,2019,"Tottori","Jul",53,"GmJMC053","W4",55,0,0.0101959,0.0086289,0.0109961,0.0107376,0.0125181,0.0144788,0.0100195,0.0081124,0.0112908,0.0127695,0.0112732,0.0098234,0.0158336,0.0215998,0.0124938,0.0227789,0.0094118,0.0210049,0.0094154,0.0108266,0.0205209,0.0256984,0.0179412,0.0314862,0.0486548,0.0316824,0.0340155,0.031247,0.0376137,0.0653576,0.0446261,0.0416742,0.0305526,0.0656797,0.047028
